ngram	freq
ku^^^	208826
no^^^	204494
oś^^^	204111
^^pra	204091
^wszy	201011
^^^tr	200649
wszys	200502
^^^ki	197325
mu^^^	193174
anie^	192812
iesz^	192748
^^^da	191660
łeś^^	191572
ych^^	190834
dział	190634
^^mus	190574
^^za^	190057
^za^^	190057
^^^tw	189496
ma^^^	187885
^^^no	187603
ra^^^	187406
owied	187360
esteś	185547
rze^^	182722
tego^	182314
^dzie	181345
iej^^	180921
^^^zr	180598
ta^^^	180526
wa^^^	180214
łam^^	179322
oże^^	178970
^^pod	178070
az^^^	178059
^^^ba	177901
^^^zo	175881
^^sta	175584
śmy^^	175396
^^^gd	174839
ry^^^	173956
emy^^	173423
prawd	172860
^^^on	171736
dę^^^	170818
^^nas	170561
^^^my	170458
szę^^	169928
raz^^	169858
^^^^f	169254
^ja^^	168252
^^ja^	168252
^^tyl	168086
la^^^	166809
^^wię	166478
^^cze	166474
cy^^^	166236
^^^bo	165669
^^^ka	165265
szyst	164816
zystk	164348
ce^^^	164129
^^zna	163062
r^^^^	161690
^^tym	161286
tym^^	161151
^^roz	161126
ędzie	160093
ek^^^	158602
^^^wa	158307
^ci^^	158283
^^ci^	158283
^^^ju	158241
^^cię	157998
^^cho	157593
en^^^	156491
^pros	156302
^^^^h	155750
ój^^^	155610
^tu^^	155117
^^tu^	155117
^tym^	154394
^^zro	154283
ich^^	153891
eć^^^	153686
^^^sa	152529
będzi	152175
^^teg	152135
^tego	152125
^czy^	151494
as^^^	151409
^^^sk	150634
^^ty^	150548
^ty^^	150548
stem^	150048
^^mog	149849
^go^^	149823
^^go^	149823
ała^^	149637
^będz	149133
^^moj	147976
^^mów	147811
lko^^	147662
tylko	147456
ylko^	147448
^tylk	147448
^^któ	147357
an^^^	147245
^któr	146877
po^^^	146230
może^	145351
estem	144819
^^po^	144598
^po^^	144598
da^^^	144519
ły^^^	143591
^^jed	142919
^^^ob	142352
^więc	142139
cię^^	140519
ną^^^	140420
^^mie	140196
^cię^	139814
uż^^^	138758
zego^	138544
^^ma^	138167
^ma^^	138167
śli^^	137888
mam^^	137604
wać^^	136806
zrobi	135922
^zrob	135918
^musi	135367
^^już	134971
^już^	134958
już^^	134958
teś^^	134170
steś^	134170
^mówi	134129
^^^sł	134102
^^myś	134048
^myśl	133880
^mam^	133681
^^sam	133265
^^nic	132879
^^spo	132330
^^zab	132147
od^^^	131942
^^^lu	131697
wiem^	131390
czego	129711
ź^^^^	129693
^^^ze	129546
uję^^	128336
^^cie	126803
^^spr	126581
ń^^^^	126452
wy^^^	126280
on^^^	125465
zi^^^	125306
^^two	125010
jej^^	124864
amy^^	124720
l^^^^	124700
^^pom	123998
^pani	123992
zosta	123744
^wiem	123505
^^rob	123074
^^kie	122503
edzia	122299
^praw	122148
^^por	121998
dzi^^	121784
^^^są	121325
ił^^^	120770
^^ter	119354
dla^^	119208
ami^^	119207
^^^in	119081
tam^^	118980
^dla^	118774
^^coś	118295
^^jeś	118271
coś^^	118154
^coś^	118143
^^pot	118053
^^wid	117648
^^^le	117045
ieć^^	116592
^^^dr	116394
^^pie	115960
eśli^	115423
wie^^	115383
^^^ży	115305
iał^^	115253
jeśli	114973
^jeśl	114973
^chce	114911
dobrz	114080
ył^^^	113670
jego^	113463
dź^^^	113359
obrze	113165
brze^	112817
^zost	112631
^^zos	112631
^^^kr	112416
^^^wł	112266
ez^^^	112195
gę^^^	112078
iebie	112032
iśmy^	111459
^^^os	111388
^^cza	110639
ebie^	109769
ście^	109261
^^^pe	108823
^tera	108624
chodz	108029
^^mia	107760
^^mas	107704
pan^^	107196
cę^^^	106941
^pan^	106683
tko^^	106649
kę^^^	106555
^^^so	106531
^^tam	106489
eraz^	106339
teraz	106168
ęc^^^	106011
więc^	105984
ięc^^	105984
edy^^	105669
ach^^	105580
^^bar	105475
^^^św	105436
gdzie	105289
ało^^	104686
^^świ	104479
ba^^^	104378
prosz	104345
kiedy	104233
^widz	104230
^kied	104135
^od^^	103250
^^od^	103250
^^^br	103095
oszę^	102577
^^poz	102493
^robi	102290
być^^	102142
bardz	101405
^gdzi	101353
^^gdz	101353
ałam^	101321
gdy^^	101183
stko^	100573
^^^ok	100538
obie^	100497
ystko	100172
liśmy	100057
roszę	99618
aś^^^	99443
^^kto	99285
ic^^^	99046
ogę^^	98960
^^nap	98854
^^żeb	98810
^masz	98775
dzięk	98504
szcze	98473
zyć^^	98472
ona^^	98300
ani^^	98246
enia^	98189
ią^^^	98036
^^^sw	97948
^żeby	97504
nic^^	97440
edzie	97303
masz^	97203
^^zap	96942
ość^^	96884
^jaki	96869
ować^	96846
nego^	96642
sze^^	96249
ałeś^	96031
^^raz	95839
^być^	95786
^^być	95786
^tam^	95560
oje^^	95280
^bard	95033
^dzię	94778
cze^^	94286
^^sob	94214
^chod	94126
bo^^^	94122
^^str	94008
^nic^	93907
przyj	93662
^twoj	93534
enie^	93159
^^^zd	93079
^^^wr	92655
wiesz	92603
^^pos	92581
^^wła	92045
uje^^	92014
ści^^	91923
^^^ku	91602
ca^^^	91490
^czas	91455
są^^^	91131
^miał	90906
kie^^	90862
bym^^	90715
^^^oc	90692
mogę^	90684
iałem	90656
eż^^^	89544
^on^^	89086
^^on^	89086
hodzi	88465
^^są^	88412
^są^^	88412
^taki	88084
imy^^	88060
ają^^	87725
^mogę	87466
^^^ca	87161
wi^^^	87035
ten^^	86920
łaś^^	86712
^^ten	86602
^chci	86307
rzy^^	86244
widzi	85916
bić^^	85821
^ten^	85553
^moje	85161
^^naj	84655
^^^gr	84499
iemy^	84294
^^^we	84251
eszcz	84058
^^^la	83802
^^^wo	83629
yło^^	83563
^^zac	83446
we^^^	83380
^^wys	83282
rz^^^	83014
^^^be	82927
^^^^e	82768
^^^se	82641
taj^^	81932
^^^bi	81805
iu^^^	81792
iedy^	81621
^^pew	81430
ony^^	81402
wo^^^	81322
^cieb	81159
ciebi	81159
zo^^^	81039
^^^gł	80979
^^jej	80889
^^^rz	80718
spraw	80689
^jej^	80402
^^trz	79700
sobie	79575
niej^	79556
et^^^	79435
^wies	79364
yś^^^	79173
^spra	79165
nych^	79130
^^^id	79084
^potr	79027
^było	79026
^^^^ł	78900
chcia	78890
trzeb	78751
^^cał	78696
hciał	78553
dzieć	78452
^sobi	78450
dzo^^	78314
nym^^	78272
^zabi	77960
ardzo	77923
rdzo^	77885
był^^	77714
przes	77685
przez	77654
emu^^	77564
^^swo	77543
^^zam	77362
iego^	77313
^^lud	77181
ąd^^^	76971
^^^du	76552
przep	76389
te^^^	76359
zieć^	76160
b^^^^	75944
zam^^	75729
^był^	75431
ości^	75291
ana^^	74378
at^^^	73828
^nasz	73772
^^ze^	73654
^ze^^	73654
^^gdy	73387
^jesz	73385
zcze^	73346
ro^^^	73263
trzym	73211
^^nad	73209
kocha	72768
^no^^	72650
^^no^	72650
jeszc	72613
hcę^^	72307
chcę^	72307
^^dom	72296
było^	72059
lacze	71947
^chcę	71871
dziej	71836
aczeg	71738
dlacz	71731
^dlac	71731
iłem^	71700
zez^^	71656
rzez^	71652
jesz^	71430
^mój^	71383
^^mój	71383
mój^^	71383
^ludz	71016
zą^^^	70960
^^^zw	70892
^^zaw	70857
^pewn	70819
ką^^^	70773
nę^^^	70582
kim^^	70067
^^^pó	70029
przed	70019
^^^ją	69932
^jedn	69924
ji^^^	69597
^napr	69272
dziec	69209
^^wyg	69174
^^^fa	69109
cia^^	68853
^^by^	68812
^by^^	68812
^ją^^	68802
^^ją^	68802
oja^^	68723
dku^^	68557
pani^	68494
wdę^^	68486
^prac	68294
lę^^^	68069
cesz^	67983
hcesz	67983
chces	67983
^^jeg	67928
^jego	67923
eby^^	67876
rawdę	67850
awdę^	67850
^^^op	67486
ały^^	67295
czeka	67197
powin	67004
obić^	66859
^^bez	66747
nam^^	66745
ziała	66703
nas^^	66637
^nas^	66535
robić	66271
rzepr	66200
ania^	66118
^^życ	66059
^^^uw	65969
^^koc	65870
żeby^	65792
apraw	65539
^^^zł	65442
napra	65439
rzyma	65373
czyć^	65255
dzies	65140
kiem^	65103
^^kon	65019
^^^zm	64956
ludzi	64653
^^pok	64602
^^tut	64602
cz^^^	64449
rzecz	64444
ystki	64127
^koch	63943
^tuta	63748
utaj^	63743
tutaj	63737
any^^	63700
^^^wc	63690
^^dos	63629
słuch	63598
^właś	63378
ecie^	63371
^wied	63199
dobra	63061
odzi^	62859
^wiel	62828
iała^	62759
otrze	62572
^^^ic	62428
^^ich	62422
^ich^	62400
^była	62368
^^nig	62356
miesz	61985
^^^he	61968
^nigd	61950
nim^^	61945
ziałe	61669
^^nam	61618
potrz	61263
^^^re	61180
^^poc	60982
rozum	60770
^porz	60728
eść^^	60647
łucha	60565
rasza	60563
iście	60529
też^^	60479
^^też	60452
^też^	60452
prasz	60178
^^zas	60164
gląda	60040
byś^^	59978
zym^^	59930
robił	59819
aki^^	59592
^życi	59576
eń^^^	59497
myśli	59414
^^^uc	59304
^^^ża	59299
żesz^	59196
owy^^	59009
tać^^	58771
^zacz	58685
yła^^	58569
^^^zg	58555
tanie	58506
który	58396
igdy^	58300
nigdy	58300
aszam	58097
ozumi	57971
^^zob	57900
kto^^	57896
^kto^	57896
orząd	57846
szam^	57747
porzą	57727
^^^dw	57647
ożesz	57511
możes	57511
zepra	57419
ec^^^	57400
^^bo^	57222
^bo^^	57222
mamy^	57215
ziesz	57143
epras	57068
^samo	57006
ąć^^^	56959
obacz	56890
zobac	56731
^zoba	56731
ij^^^	56727
^^mar	56685
zenia	56681
^^lat	56588
^swoj	56503
bra^^	56470
^^^im	56462
bą^^^	56216
dzę^^	55940
^^sie	55843
śnie^	55804
^^^um	55781
obra^	55625
^^^us	55562
^mamy	55519
^star	55457
dziem	55374
^^inn	55357
aż^^^	55337
zięku	55103
ali^^	55082
^^^li	55063
iękuj	54967
wał^^	54950
zem^^	54923
omu^^	54900
ostał	54660
^^tob	54625
^musz	54607
^^naw	54451
tę^^^	54435
rządk	54354
^pier	54085
^^kol	54056
ok^^^	54048
ądku^	53984
ziemy	53974
odzin	53891
nej^^	53888
zenie	53680
obą^^	53632
ządku	53592
er^^^	53346
^^dok	53338
^^ocz	53315
oją^^	53281
przec	53266
^^^sy	53246
^^mu^	53231
^mu^^	53231
^^rze	53201
ąc^^^	53086
twoje	53063
g^^^^	53046
stawi	52787
szy^^	52709
^^was	52690
^^sko	52686
cji^^	52652
dziew	52547
chodź	52333
^^wyj	52285
przys	52121
kuję^	51912
^^wsp	51717
ujesz	51697
czeni	51583
^^ost	51431
uszę^	51383
^^dal	51025
^^pop	50890
oim^^	50866
^^^zb	50685
rawda	50627
^^bra	50431
^^wyp	50182
ział^	50134
iła^^	49792
prost	49777
ygląd	49746
iec^^	49397
rodzi	49352
znacz	49350
re^^^	49332
^^tro	49330
woje^	49264
^^wyb	49187
^szcz	49107
^^szc	49107
które	49042
muszę	49041
^^nim	48979
prawi	48907
^wygl	48893
wyglą	48893
wsze^	48803
wda^^	48798
^^ona	48781
^miej	48747
^ona^	48714
yba^^	48695
aśnie	48545
zić^^	48508
^^mał	48439
ękuję	48415
daj^^	48324
wój^^	48321
awda^	48313
^dost	48287
jcie^	48223
ień^^	48207
jakie	48082
^^chy	48062
zumie	48033
niu^^	47902
mawia	47879
^chyb	47847
pierw	47828
^^słu	47648
^^^de	47632
chyba	47473
hyba^	47473
wet^^	47446
tej^^	47434
dosta	47420
panie	47375
kiego	47309
dać^^	47227
^nawe	47213
nawet	47213
awet^	47213
ad^^^	47206
^rzec	47106
mieni	47027
iłeś^	46880
domu^	46870
^domu	46864
lu^^^	46765
^^każ	46744
^^pol	46532
su^^^	46509
słysz	46473
^czeg	46375
wić^^	46347
wierz	46313
myśla	46289
miejs	46250
łaśni	46055
właśn	46035
^^^ud	45946
czas^	45927
zas^^	45927
hej^^	45926
^^^śm	45791
^^śmi	45791
^^hej	45782
^hej^	45778
takie	45746
ojego	45485
^^^ła	45472
^trzy	45458
cję^^	45402
iałam	45354
^^moi	45343
om^^^	45305
zieci	45285
iejsc	45240
^^zad	45177
rzest	45118
^^sza	44878
si^^^	44827
^^^pu	44767
^^rod	44680
^dale	44619
^świe	44589
^^^pl	44468
^^^ot	44420
kończ	44316
dzić^	44174
ojej^	44086
^^mił	44048
iś^^^	44020
idzie	44009
^znal	43983
ałaś^	43980
^^now	43930
tą^^^	43916
rowad	43878
ędę^^	43873
będę^	43851
prowa	43782
^^odp	43658
^^lub	43646
^zaws	43594
eli^^	43536
^^^ga	43535
^^daj	43398
jdzie	43386
^^^oj	43364
era^^	43361
ech^^	43341
^rodz	43338
idzia	43316
była^	43247
ga^^^	43222
yłem^	43167
one^^	43120
mo^^^	43091
du^^^	43025
^każd	43010
^czek	42975
^będę	42933
^gdy^	42857
yślał	42827
ków^^	42826
^^nik	42825
^^^kl	42817
zawsz	42786
two^^	42743
^^te^	42713
^te^^	42713
sisz^	42674
awsze	42668
^^chł	42617
bisz^	42589
^^naz	42573
stało	42563
^stra	42551
owa^^	42530
^^wró	42446
stani	42439
^stał	42436
rzysz	42427
^^czu	42381
^chło	42376
rzeci	42346
tało^	42335
óry^^	42326
^^^og	42285
ostaw	42262
ześć^	42246
sza^^	42146
strze	42130
ęki^^	42093
óż^^^	42051
^^chw	42009
stać^	41984
hę^^^	41857
rozma	41801
^^wyd	41724
^^ojc	41696
^^lep	41520
^^gło	41494
^^gra	41483
mówił	41401
chę^^	41386
zmawi	41371
ozmaw	41356
iewcz	41324
ziewc	41322
ycie^	41317
wnie^	41301
^^sły	41262
baczy	41170
^oczy	41136
^^^bu	41084
^mies	41013
^moja	41012
moja^	41012
łowie	40979
rzyja	40978
^^^su	40956
rę^^^	40844
cej^^	40837
nią^^	40833
chłop	40784
cić^^	40624
ób^^^	40577
łe^^^	40566
^śmie	40505
nij^^	40444
^troc	40430
^nam^	40404
troch	40371
nić^^	40364
ochę^	40335
swoje	40284
^rozu	40271
kt^^^	40250
rochę	40223
uj^^^	40137
dzeni	40095
iek^^	40029
iałeś	40009
^^^an	39938
wczyn	39924
owadz	39914
cja^^	39896
ata^^	39893
lej^^	39862
zej^^	39777
ewczy	39759
ięki^	39736
^^zaj	39624
owani	39600
^^tej	39569
^tej^	39555
tów^^	39450
wróci	39436
wiek^	39414
^nim^	39346
^^^me	39324
moje^	39309
^je^^	39287
^^je^	39287
zięki	39259
^^szy	39163
^^uwa	39138
eśmy^	39136
owinn	39089
usisz	39011
stu^^	38998
^bez^	38922
bez^^	38922
musis	38853
kich^	38846
nu^^^	38728
^^^ró	38703
^^zar	38694
zisz^	38692
dobry	38666
^^kom	38581
steśm	38531
teśmy	38531
rzebu	38459
ań^^^	38301
^^^dn	38278
zeczy	38173
toś^^	38157
ktoś^	38139
^ktoś	38139
^^wyc	38135
dzisz	38040
^^pię	37957
^czym	37947
ili^^	37943
cą^^^	37900
^cześ	37864
^^twó	37833
scy^^	37820
cześć	37817
dnie^	37807
kać^^	37731
zebuj	37717
ane^^	37700
więce	37698
ieś^^	37697
pamię	37695
^^^wz	37690
^świa	37689
podob	37635
^^czł	37592
^chwi	37586
^pomy	37582
^wróc	37540
ierws	37487
^czło	37473
chwil	37472
^^^có	37368
ienia	37334
^kole	37264
akie^	37162
rawdz	37156
^słys	37146
^twój	37077
twój^	37077
rać^^	37062
^^zmi	37055
łbym^	37011
ęcej^	37007
^^^ur	36995
owe^^	36906
ięcej	36897
erwsz	36897
^mogł	36876
^^^fi	36822
^pozw	36685
ował^	36673
^znac	36648
oni^^	36557
^pomo	36556
szczę	36492
simy^	36487
kaj^^	36432
ności	36423
chole	36402
^niec	36383
goś^^	36362
^^duż	36346
tobą^	36337
^tobą	36337
^słuc	36320
^chol	36312
^^tat	36233
dzień	36230
yscy^	36190
zyscy	36190
szysc	36181
acie^	36168
holer	36156
zień^	36083
czym^	36034
dą^^^	36030
lat^^	36019
gi^^^	35949
jemy^	35926
^lat^	35910
uchaj	35710
chce^	35693
hce^^	35693
obisz	35687
robis	35686
^^^dł	35680
^ta^^	35673
^^ta^	35673
^spok	35663
^^^ru	35648
tóry^	35598
mną^^	35555
^^tem	35521
tnie^	35514
alej^	35492
ostat	35463
patrz	35438
zyjac	35403
yjaci	35389
lisz^	35389
ży^^^	35377
^^alb	35319
odź^^	35278
azem^	35273
wę^^^	35262
hodź^	35237
^^dro	35214
pana^	35204
^^pam	35120
dz^^^	35091
^pami	35070
dalej	35065
^^żad	35058
^pocz	35020
^^dni	34985
jść^^	34981
^osta	34831
^^dow	34822
^^^ab	34807
ary^^	34790
żemy^	34746
iecie	34691
^^kim	34664
amięt	34664
^^^ce	34650
ostu^	34629
kąd^^	34624
^stan	34612
aby^^	34604
^^^zi	34551
lepie	34451
razem	34448
^^boż	34428
życie	34403
^^rac	34386
p^^^^	34363
rostu	34276
^^par	34222
zekaj	34159
ód^^^	34148
zesta	34146
^^kur	34132
^rozm	34115
^^pon	34094
owie^	34087
usimy	33948
aka^^	33944
^raze	33920
musim	33913
ślę^^	33888
^^sło	33875
^pana	33868
^^zat	33826
złowi	33809
ysz^^	33799
^^^ha	33786
^^poj	33784
bię^^	33740
^^tra	33739
^spot	33727
^byłe	33720
możem	33720
ożemy	33720
^^mną	33674
^mną^	33674
nt^^^	33673
zne^^	33622
iać^^	33603
eci^^	33574
cu^^^	33553
ele^^	33545
al^^^	33506
człow	33501
dzwon	33496
^boże	33419
aliśm	33416
yślę^	33406
^^zak	33387
^albo	33269
ymi^^	33231
czywi	33228
^^pró	33211
albo^	33166
lbo^^	33166
owiek	33158
iłam^	33153
sam^^	33151
^szyb	33120
lepsz	33093
udzie	33082
haj^^	33068
pieni	33036
boże^	33028
^sam^	33019
edz^^	32997
piej^	32954
chaj^	32942
^^^pł	32933
pokoj	32919
mięta	32879
tatni	32788
znie^	32773
^^spa	32744
^^kob	32734
iech^	32731
epiej	32665
aje^^	32611
adzie	32603
kobie	32587
statn	32528
wam^^	32494
^zami	32486
^kobi	32472
wą^^^	32437
stwo^	32433
ocy^^	32431
^mógł	32411
^^móg	32411
iło^^	32357
ajcie	32352
^^^lo	32348
icie^	32330
pewni	32324
myślę	32317
^^ran	32317
cznie	32293
^^dłu	32148
dziel	32146
^^szk	32132
^^pla	32044
tych^	32032
zwoni	31986
bry^^	31922
ed^^^	31871
^^sze	31864
^trze	31841
^wyst	31834
^lubi	31788
niech	31784
ciała	31775
^^min	31741
obry^	31726
szedł	31712
jecha	31695
iż^^^	31670
^prób	31621
eje^^	31608
obiet	31600
^raz^	31599
ostan	31541
sy^^^	31517
świet	31513
gotow	31391
szuka	31361
^^wra	31318
świat	31312
zu^^^	31283
iny^^	31268
^^noc	31266
otem^	31197
bi^^^	31171
^^kog	31119
^odpo	31114
godzi	31092
^wyda	31088
^czuj	31079
wielk	31021
ację^	31009
nąć^^	31003
^^ode	30996
^^dru	30914
^^^żo	30892
^^^tę	30887
amo^^	30865
^^mat	30835
^^^py	30822
^^ser	30800
iedz^	30783
oc^^^	30776
^^sto	30734
ju^^^	30715
^kogo	30674
winie	30633
awdzi	30614
ii^^^	30593
zemu^	30533
^miło	30524
lem^^	30521
udzi^	30515
wno^^	30500
was^^	30449
el^^^	30435
^wiec	30421
ończy	30362
yna^^	30336
zysz^	30333
iele^	30316
zed^^	30307
rzed^	30307
miała	30267
^^^wp	30264
^znaj	30248
^^pat	30227
ekaj^	30173
^was^	30165
eszka	30067
martw	30039
ik^^^	30026
^żadn	30019
^^niż	29991
ienie	29976
stkie	29961
^^ok^	29912
^ok^^	29912
miałe	29860
^^^gó	29855
rem^^	29843
ama^^	29822
^^aby	29802
^pomó	29781
wego^	29771
odzie	29752
czemu	29733
tąd^^	29675
niego	29665
woją^	29641
den^^	29629
^czem	29626
ieje^	29514
^^wyk	29495
nem^^	29493
^zmie	29491
oczyw	29459
^gdyb	29439
inien	29434
gdyby	29410
ochan	29393
nasz^	29388
nasze	29380
wanie	29378
czyna	29275
^^idz	29273
^idzi	29273
wietn	29211
miał^	29147
pomni	29143
sie^^	29132
^^dop	29115
^daj^	29115
lka^^	29036
^^kil	29035
piecz	29035
wię^^	28992
bił^^	28976
wraca	28910
zać^^	28883
^lepi	28881
wiści	28858
szą^^	28805
niż^^	28755
^^sąd	28748
^^odd	28731
musia	28692
^niż^	28685
asu^^	28678
ślisz	28663
yślis	28645
potka	28580
^mart	28550
^^wol	28548
^pien	28516
^^^kł	28512
hać^^	28445
^poli	28418
ina^^	28400
^^jas	28392
chać^	28387
^nieg	28340
or^^^	28315
spotk	28305
mie^^	28302
tań^^	28291
eczy^	28287
^^wal	28279
przy^	28278
^^^śl	28228
zczęś	28221
^^^uk	28198
ywiśc	28189
zywiś	28168
ują^^	28164
acji^	28128
^moim	28086
tki^^	28050
owini	28031
^twoi	28025
liści	28012
przyk	27962
mieć^	27952
miast	27946
^^koń	27938
przyp	27857
dł^^^	27813
^^^wt	27801
dze^^	27771
^^wcz	27736
^prob	27717
^^ucz	27715
^patr	27682
iałby	27675
usiał	27664
oich^	27618
^^uci	27616
^uważ	27607
roble	27580
oblem	27571
probl	27571
aczy^	27564
twa^^	27561
^^^mę	27537
^^pyt	27537
tał^^	27519
naczy	27514
dpowi	27512
odpow	27512
^^maj	27502
ierzy	27455
^niez	27453
^pyta	27420
^^zał	27398
rą^^^	27384
ham^^	27376
temu^	27346
iejsz	27344
^kim^	27344
dni^^	27344
zna^^	27340
^szko	27337
^zamk	27307
rzesz	27289
dzy^^	27277
^^^rę	27227
^^wam	27223
^^fac	27214
^^got	27155
^^bie	27153
óre^^	27150
tóre^	27145
woja^	27133
^^tyc	27101
pokój	27096
owałe	27020
^jako	26934
tyczn	26919
ął^^^	26882
^^pój	26880
^zapo	26878
^^och	26871
ące^^	26869
^u^^^	26849
^^^u^	26849
^^u^^	26849
azywa	26830
skońc	26829
^^my^	26814
^my^^	26814
jąc^^	26804
ezpie	26802
bezpi	26802
^cały	26798
^^^ks	26789
zpiec	26786
cham^	26769
rdzie	26719
^tych	26717
ół^^^	26714
twoja	26707
nać^^	26704
ujemy	26665
uważa	26665
^^^il	26630
^face	26627
ziej^	26572
zasu^	26554
czasu	26554
sne^^	26548
kój^^	26541
okój^	26534
^końc	26476
rów^^	26443
śmier	26422
^dzia	26358
^poka	26316
^jasn	26296
^podo	26248
^^god	26216
odu^^	26199
^^rad	26183
^^poł	26180
nów^^	26168
^^dwa	26149
atrzy	26123
ikt^^	26119
^skoń	26093
żyć^^	26028
owi^^	25997
pod^^	25993
wiać^	25974
usi^^	25944
olwie	25925
lwiek	25925
kolwi	25925
niem^	25918
ność^	25896
akieg	25891
wadzi	25848
^powo	25840
^^spó	25822
ent^^	25817
trz^^	25815
^dług	25761
nikt^	25745
^nikt	25745
^temu	25724
^kilk	25723
^^sek	25719
siebi	25712
^sieb	25712
^^zni	25674
późni	25670
moim^	25620
ieszk	25613
rzeni	25609
ardzi	25607
zny^^	25566
^wier	25521
ciu^^	25515
^^kar	25470
zamkn	25463
^ucie	25438
^^nar	25431
^^szu	25421
ostać	25412
musi^	25395
^zadz	25393
zeć^^	25355
^nast	25338
przej	25326
ąda^^	25317
^^syn	25303
tka^^	25299
ski^^	25286
^^^up	25282
taki^	25278
yt^^^	25255
woim^	25244
^post	25141
stań^	25115
^niew	25089
czne^	25063
ody^^	24986
chani	24938
^^stą	24912
eba^^	24912
rzeba	24875
ież^^	24872
samoc	24858
ląda^	24848
umiem	24841
amoch	24841
trzel	24797
jeden	24792
^pod^	24785
^^bro	24781
^dziw	24774
^^int	24759
ery^^	24741
biera	24735
^jede	24727
bierz	24722
rzyć^	24705
yli^^	24688
wne^^	24684
stąd^	24681
^stąd	24681
^^wyr	24679
^najl	24678
^drog	24677
znale	24674
awiać	24667
ajlep	24658
najle	24658
tarcz	24629
powod	24627
zcie^	24623
pozna	24623
ile^^	24600
^^ksi	24596
^^oni	24589
