ngram	freq
myś	167258
pot	167240
mia	167076
la^	166809
zym	166328
cy^	166236
pom	165854
^bo	165669
^ka	165265
ich	165217
spo	164334
ce^	164129
r^^	161690
edy	159361
usi	159329
zro	158844
jed	158765
ek^	158602
^wa	158307
^ju	158241
tór	158210
mog	158042
któ	157510
wał	157236
oni	156996
en^	156491
^^h	155750
czn	155657
ój^	155610
eć^	153686
lko	153604
^sa	152529
adz	152387
łaś	151865
sam	151798
as^	151409
tam	150886
^sk	150634
ają	149507
dni	149450
naj	148176
moj	147992
ówi	147766
ylk	147590
an^	147245
ach	147134
po^	146230
ięk	146006
por	145816
idz	145776
da^	144519
ona	144390
ali	144171
ły^	143591
ocz	142881
^ob	142352
zen	140454
ną^	140420
usz	140366
uż^	138758
brz	137724
nik	136915
wać	136836
amy	135822
kto	135092
już	134971
wid	134331
ysz	134263
zec	134122
^sł	134102
zab	133413
gdy	131985
od^	131942
^lu	131697
spr	131613
ało	131287
wan	129781
ź^^	129693
^ze	129546
uję	129278
liś	128220
ada	127966
tra	127890
erz	127541
iek	127329
ieb	126837
iłe	126702
tan	126697
ń^^	126452
tał	126351
wy^	126280
zos	125922
jej	125597
tro	125576
on^	125465
orz	125360
zi^	125306
l^^	124700
świ	124299
eka	123508
eśl	123007
zek	122833
ebi	122442
rdz	122080
jeś	122035
^są	121325
sob	121157
ił^	120770
zyn	119807
^in	119081
ieć	118903
now	118838
coś	118552
taj	118282
ole	118189
ard	118167
hce	118036
aci	117827
tko	117117
^le	117045
pos	117008
^dr	116394
^ży	115305
pok	115006
uch	114766
bar	114336
jeg	113717
ył^	113670
dź^	113359
^kr	112416
mas	112393
^wł	112266
ośc	112264
ez^	112195
gę^	112078
iśm	111771
^os	111388
sie	111256
zes	111189
iew	110749
zię	110151
poz	110014
ech	109988
ran	109298
rod	109298
^pe	108823
daj	108552
zem	108502
tar	108188
ywa	107597
inn	107219
yci	107124
cę^	106941
win	106867
kę^	106555
^so	106531
ęc^	106011
iła	105987
kon	105957
ieg	105592
acj	105541
^św	105436
gdz	105289
tow	105089
arz	105057
row	104970
ba^	104378
zyj	103993
dow	103925
nam	103453
^br	103095
waż	102620
zac	102328
być	102142
zed	102120
eby	102108
ast	102041
nap	101822
śni	101803
yła	100843
eli	100719
^ok	100538
ony	100107
aś^	99443
kol	99273
wni	99188
ana	99171
neg	99133
ic^	99046
żeb	98968
ogę	98964
epr	98633
zap	98608
zyć	98606
zeb	98542
tki	98454
oba	98298
ią^	98036
^sw	97948
ras	97791
tni	97578
ość	97452
oko	96895
wła	96889
dom	96889
łow	96746
sko	96737
owy	96570
art	96123
abi	95606
ewn	95476
ten	95405
lac	94328
bo^	94122
edn	93921
ent	93886
sto	93167
^zd	93079
udz	92934
zał	92910
yło	92807
^wr	92655
słu	92288
zyw	92251
otr	91725
^ku	91602
ca^	91490
cią	91250
cał	91131
są^	91131
zaj	91097
pew	90985
zni	90958
bym	90790
^oc	90692
rzą	90555
nym	90448
amo	90294
dzo	90237
icz	90088
bił	89680
eż^	89544
apr	89474
lat	88392
gra	88373
imy	88121
hci	87800
czę	87345
^ca	87161
erw	87137
wi^	87035
tat	87030
zep	86884
ały	86690
kim	86252
wys	86017
bić	85821
koc	85553
umi	85348
kuj	85266
iad	85245
jąc	85230
zył	85203
^gr	84499
^we	84251
szk	83908
ele	83812
^la	83802
nal	83759
^wo	83629
taw	83432
we^	83380
tor	83267
byś	83230
aln	83187
rz^	83014
oja	83009
^be	82927
^^e	82768
nad	82648
^se	82641
mię	82354
awa	82172
zez	82038
kow	81948
^bi	81805
iu^	81792
mar	81482
stw	81359
wo^	81322
bez	81277
zo^	81039
^gł	80979
any	80978
ist	80821
ili	80732
^rz	80718
dal	79613
ejs	79604
et^	79435
yś^	79173
nyc	79156
^id	79084
zło	78991
życ	78953
^^ł	78900
nac	78819
lud	78677
ycz	78496
lep	78288
emu	78223
iet	78059
nim	78048
swo	78013
wal	77638
czu	77138
ąd^	76971
owe	76596
^du	76552
bac	76499
lic	76452
te^	76359
oli	76229
uta	76171
ces	76078
b^^	75944
zej	75562
adn	75426
tyc	75321
sia	75042
ska	74956
ząd	74760
naw	74717
wol	74291
ład	73992
wcz	73942
at^	73828
ini	73536
wyc	73508
odn	73455
ieś	73292
ro^	73263
zwo	73127
poc	72983
yma	72696
owo	72692
hcę	72307
ara	72269
kła	72256
łby	72235
ońc	72202
wił	72135
ski	72117
ata	72104
dze	72020
rób	71933
yłe	71927
zaw	71744
atr	71503
mój	71383
rza	71069
zan	71063
zą^	70960
^zw	70892
ką^	70773
dos	70604
nę^	70582
war	70260
^pó	70029
^ją	69932
dku	69695
wyg	69600
ji^	69597
moc	69300
ześ	69283
^fa	69109
noś	68728
wdę	68486
ane	68372
ląd	68287
lę^	68069
łuc	67764
ion	67488
^op	67486
zon	67300
jem	66630
ięt	66448
god	66427
one	66393
yta	66280
tut	66262
wod	66217
^uw	65969
lis	65939
koń	65831
roc	65723
jci	65699
yna	65654
kar	65595
lub	65579
^zł	65442
óry	65212
^zm	64956
ucz	64784
mał	64748
aby	64636
aje	64628
yba	64469
cz^	64449
każ	64074
res	64040
osi	64003
zar	63943
omo	63918
ąda	63826
ate	63708
^wc	63690
zis	63347
zwi	63329
ęci	63316
ron	63310
buj	63244
czo	63211
iśc	63056
ozu	63056
glą	63045
was	63026
ora	62885
nig	62711
chy	62476
^ic	62428
igd	62424
zyc	62193
cja	62156
ano	61995
^he	61968
oka	61638
rad	61607
ina	61601
zum	61579
ode	61425
omu	61210
^re	61180
eść	61018
pad	60998
lej	60881
też	60479
spa	60332
gło	60055
liw	59998
nią	59950
api	59555
eń^	59497
^uc	59304
^ża	59299
zyk	59267
żes	59217
uci	58930
tać	58771
kaz	58574
^zg	58555
tob	58470
rat	58252
tka	58126
wró	57984
śmi	57945
zob	57927
oim	57803
aśn	57702
^dw	57647
odo	57573
oto	57554
aka	57523
pis	57505
dok	57413
ec^	57400
dro	57209
kam	57042
ąć^	56959
zin	56746
ij^	56727
ził	56702
awe	56634
oro	56617
min	56573
zma	56523
^im	56462
lał	56449
kaj	56361
ęku	56301
bą^	56216
ądz	56138
ują	55952
dzę	55940
śla	55872
^um	55781
ądk	55780
ala	55749
sły	55672
^us	55562
ako	55455
ozw	55421
ńcz	55364
aż^	55337
yje	55335
lni	55315
oją	55267
ama	55183
nię	55079
wil	55066
^li	55063
zka	55024
ubi	54524
tę^	54435
odp	54296
dał	54290
kom	54272
ogo	54204
stu	54150
obą	54095
ok^	54048
ato	54032
ewa	53946
ita	53905
nej	53896
goś	53785
yja	53527
twa	53496
róc	53414
zne	53394
twi	53348
er^	53346
uwa	53287
zer	53270
^sy	53246
den	53178
ień	53167
wią	53140
pró	53107
ąc^	53086
g^^	53046
nio	52902
ywi	52807
zmi	52794
kur	52725
jac	52717
ozm	52691
cji	52652
odź	52584
dza	52495
wsp	52478
wyj	52445
wój	52413
zła	52216
iło	52207
pię	51925
łop	51886
rów	51864
niu	51789
wda	51721
pop	51341
óre	51035
yli	50925
opa	50855
^zb	50685
łys	50623
iąg	50580
wyp	50516
noc	50267
rwa	50208
wet	50204
szu	50103
ote	50051
woi	49970
zuj	49948
ażn	49936
szł	49925
lec	49853
ygl	49851
pol	49660
wyb	49536
re^	49332
wad	49161
par	49056
ziw	48972
cił	48967
nij	48896
mat	48833
wis	48573
zad	48527
zić	48508
tej	48486
bis	48474
rzu	48415
chw	48289
toś	48223
hyb	48071
azy	48054
czk	48005
maj	48004
ary	47967
maw	47883
ęce	47753
ias	47728
asn	47728
lem	47663
wym	47661
^de	47632
yni	47588
chę	47490
dać	47227
ad^	47206
wdz	47166
tel	47150
dne	47143
dan	47057
mił	47027
wam	46951
chł	46935
ery	46837
lu^	46765
raj	46590
ług	46514
su^	46509
isk	46426
omy	46417
wić	46347
zyb	46225
czą	46133
ęta	46108
^ud	45946
hej	45930
twó	45891
iat	45857
^śm	45791
sią	45721
spó	45555
moi	45528
^ła	45472
ymi	45427
cję	45402
jsc	45374
mow	45315
om^	45305
oty	45286
sty	45279
jrz	45278
atk	45079
opi	45064
oda	44904
si^	44827
pój	44795
^pu	44767
ażd	44711
ere	44709
iep	44593
ler	44497
^pl	44468
bry	44464
lek	44456
^ot	44420
aws	44410
lan	44322
imi	44317
ogł	44278
ram	44270
pat	44258
wyk	44219
dłu	44210
etn	44143
ków	44068
hło	44046
iś^	44020
tą^	43916
ędę	43873
jdz	43729
ici	43700
sis	43631
nny	43575
bro	43565
źni	43542
^ga	43535
kro	43505
ene	43453
^oj	43364
kni	43316
obo	43285
tów	43275
hol	43232
ga^	43222
cen	43217
pon	43182
pyt	43181
epi	43155
zko	43128
mo^	43091
sło	43037
du^	43025
óci	43008
ęki	42998
żni	42982
ajm	42942
naz	42900
^kl	42817
łod	42790
atn	42756
otk	42693
zęś	42673
stę	42644
haj	42488
eje	42349
scy	42329
szt	42310
^og	42285
han	42172
upi	42084
baw	42052
óż^	42051
omi	41985
got	41983
uka	41981
wno	41958
opo	41944
wyd	41942
tań	41936
ser	41871
zny	41862
hę^	41857
ojc	41854
nił	41817
dzw	41710
edł	41683
kic	41633
daw	41544
ewc	41483
mac	41462
zuc	41360
aża	41219
poj	41195
own	41156
elk	41150
łoś	41122
kan	41096
^bu	41084
iar	40992
^su	40956
eśm	40955
yby	40863
rę^	40844
cej	40844
ewi	40833
iam	40806
esi	40754
ado	40749
zel	40677
arc	40653
cić	40624
akt	40585
ób^	40577
uży	40567
łe^	40566
rog	40521
won	40484
zpi	40422
aze	40422
eps	40403
nić	40380
kog	40362
dna	40321
kt^	40250
uj^	40137
lne	40112
wej	40102
tęp	40014
^an	39938
pam	39862
osł	39860
gad	39859
jec	39794
bli	39778
ian	39702
oln	39701
stą	39632
ero	39623
tal	39614
dam	39523
nte	39483
^me	39324
ebu	39268
zak	39252
omn	39198
ios	39082
yka	39022
żem	39008
nu^	38728
ame	38718
dny	38715
^ró	38703
bow	38599
oga	38574
yda	38553
zal	38543
dop	38323
ysł	38312
ań^	38301
^dn	38278
ówn	38265
erc	38253
aca	38193
tuj	38193
iaj	38175
wne	38174
tru	38166
zuk	38134
apa	38124
ciw	38118
hwi	38006
aty	37997
cą^	37900
pla	37862
rać	37800
ące	37787
kać	37731
^wz	37690
czł	37668
rws	37487
lny	37433
olo	37380
^có	37368
pła	37349
łab	37348
ysc	37314
rem	37238
zwa	37191
żon	37165
omó	37116
rał	37051
^ur	36995
duż	36950
ałb	36948
sim	36932
ura	36874
wra	36856
^fi	36822
zat	36734
pal	36406
ekt	36395
ącz	36395
dzy	36298
kor	36212
kra	36144
men	36137
ież	36126
dą^	36030
asu	35960
gi^	35949
odu	35922
ozn	35868
waj	35843
odk	35809
wit	35779
apo	35777
mną	35760
ile	35682
^dł	35680
kąd	35677
ika	35672
^ru	35648
alb	35620
ajc	35596
per	35563
eśc	35553
eba	35491
ży^	35377
oby	35365
atu	35284
wę^	35262
nał	35253
boż	35250
żad	35130
lon	35096
dz^	35091
opr	35047
nar	34996
jść	34981
wst	34974
dej	34934
rok	34831
^ab	34807
odd	34801
ace	34744
obl	34730
ank	34726
ola	34667
^ce	34650
^zi	34551
psz	34547
ede	34527
peł	34427
dwa	34417
poł	34383
p^^	34363
koj	34333
jsz	34320
móg	34226
nis	34214
ógł	34198
ogi	34181
ód^	34148
ący	34101
ust	33971
nni	33931
ślę	33910
kry	33854
rus	33805
^ha	33786
iąż	33761
bię	33742
otw	33718
lbo	33705
nt^	33673
órz	33669
iać	33603
cu^	33553
arn	33540
ocy	33533
ham	33524
rak	33522
al^	33506
syn	33471
dpo	33374
sła	33291
niż	33245
ełn	33217
dol	33201
kob	33178
bij	33164
kup	33062
zyt	33046
sąd	33039
dyn	33035
lki	33006
ygo	32959
ety	32956
óźn	32954
póź	32954
leż	32946
^pł	32933
gie	32911
rcz	32904
dno	32853
sne	32779
tek	32572
dru	32460
wą^	32437
oku	32363
^lo	32348
kre	32329
awn	32279
oso	32269
nem	32250
emi	31997
iwe	31954
tac	31883
ed^	31871
ble	31790
łąc	31759
aga	31755
ont	31743
odw	31695
iż^	31670
ner	31626
ilk	31557
okó	31538
sy^	31517
nta	31499
udn	31491
dzą	31476
erd	31465
sek	31390
iny	31376
ark	31345
aza	31319
eko	31316
zu^	31283
jęc	31220
bi^	31171
szą	31121
raf	31095
lka	31072
ono	31063
gni	31053
yko	31029
nąć	31003
eks	30986
sku	30975
pre	30935
mer	30918
^żo	30892
łos	30891
^tę	30887
der	30876
^py	30822
tyk	30795
łac	30792
oc^	30776
int	30725
ju^	30715
sił	30675
zor	30639
ii^	30593
ską	30590
nos	30544
rzę	30543
kaw	30499
zno	30463
el^	30435
nne	30429
jas	30399
how	30396
sce	30340
weg	30335
iez	30335
zci	30286
^wp	30264
łat	30197
acy	30154
isa	30112
raż	30093
rtw	30039
ik^	30026
rez	29973
wiś	29951
unk	29922
^gó	29855
ajd	29816
wor	29803
łas	29767
afi	29710
tąd	29675
and	29656
ody	29611
bud	29562
drz	29555
dyb	29482
oci	29459
alo	29437
kał	29437
lin	29304
cis	29293
ezp	29261
ńst	29258
zać	29256
oma	29127
kil	29067
żyj	29004
łni	29003
ogr	29002
oży	28973
zyp	28931
eta	28928
asa	28909
ciu	28846
utr	28846
bia	28708
kró	28706
zda	28691
amk	28679
ant	28578
ojn	28529
^kł	28512
sow	28490
oic	28476
ręc	28475
hać	28445
hał	28379
or^	28315
ial	28281
ans	28231
^śl	28228
ory	28225
dar	28209
^uk	28198
adł	28152
ożn	28112
odc	28074
for	28064
aku	28026
okr	27951
man	27908
wyr	27829
dł^	27813
^wt	27801
ela	27787
mor	27692
zew	27684
eży	27628
śle	27614
eck	27602
azi	27596
uda	27546
żył	27540
^mę	27537
eku	27528
aro	27421
fac	27399
rą^	27384
łoż	27369
ota	27366
emn	27365
mkn	27342
nać	27328
elu	27293
^rę	27227
ymy	27197
len	27166
ikt	27153
gen	27107
kój	27103
pak	26987
cow	26927
ął^	26882
ade	26868
^u^	26849
ryw	26839
gła	26814
kac	26811
olw	26805
złe	26799
^ks	26789
isi	26787
uro	26775
ół^	26714
łup	26707
cje	26671
ksi	26653
nna	26647
krz	26643
^il	26630
iwa	26621
iko	26561
puś	26541
nów	26510
głu	26502
zwy	26385
orm	26383
icj	26366
nak	26341
iąc	26333
ega	26333
iwi	26287
adk	26255
pus	26230
koł	26188
ypa	26183
yle	26174
iąz	26112
lwi	26111
ńsk	26105
ięd	26079
róż	26074
szn	26033
żyć	26028
ańs	26016
upe	25996
pół	25983
ejś	25935
osk	25834
zki	25815
urw	25814
bio	25712
ryc	25689
ięż	25476
zeć	25456
low	25436
wny	25431
anu	25419
pog	25406
nat	25392
ykr	25376
ajl	25345
iąd	25334
ral	25323
^up	25282
yt^	25255
atw	25228
lił	25096
zby	25083
enc	25020
iki	24985
nki	24971
ori	24958
ore	24949
nka	24931
jle	24852
ękn	24838
cuj	24823
tas	24809
osó	24765
gro	24700
jni	24604
bil	24564
^ar	24560
ugi	24558
rym	24542
ejd	24517
pas	24513
kos	24391
yśm	24376
koś	24365
mal	24364
wci	24322
chu	24293
icy	24292
nął	24251
ija	24231
leg	24225
aco	24191
okł	24164
awy	24133
are	24114
ybk	24094
gli	24094
cet	24094
cem	24071
żna	24005
ted	24001
rug	23964
zyz	23943
um^	23936
ziś	23912
^bl	23845
óbu	23821
mis	23781
gu^	23778
wte	23700
ugo	23685
ord	23675
lot	23669
abr	23645
sa^	23591
acu	23571
ers	23570
ha^	23546
sen	23544
oła	23532
cóż	23436
inę	23397
spe	23396
eda	23395
męż	23348
rci	23345
ogl	23344
nau	23308
jeż	23257
yzn	23255
nty	23228
tur	23217
dra	23192
dem	23190
zdr	23179
żdy	23173
lić	23160
rma	23153
leź	23143
ęcz	23095
ort	23090
reg	23068
aba	23000
urz	22995
żyw	22969
łą^	22898
ru^	22888
eńs	22886
ksz	22886
żar	22867
asi	22862
sad	22851
let	22842
laz	22810
żo^	22805
użo	22795
kcj	22795
mys	22773
byt	22758
in^	22749
iow	22744
oło	22738
dcz	22717
uwi	22711
dot	22678
^ho	22676
rud	22671
jdź	22617
ąż^	22609
nuj	22528
agr	22523
łap	22518
żne	22494
iść	22479
pit	22447
dźm	22445
las	22408
jmy	22373
gor	22326
iwn	22323
ods	22300
lar	22299
jny	22256
bre	22233
ęśc	22206
yny	22204
skr	22175
ask	22158
ntr	22119
eśn	22089
iwy	22067
sób	22054
dec	22050
ome	22036
ari	22029
żen	22019
eki	22018
łym	22011
dda	22005
wna	21996
io^	21981
ysi	21972
das	21943
nek	21924
ałk	21921
^ry	21910
aśc	21907
^hi	21849
oń^	21836
^ak	21818
inu	21803
mać	21791
awo	21785
aję	21759
odr	21754
zły	21744
dia	21733
owu	21725
nan	21714
aw^	21686
ząc	21684
^iś	21676
gą^	21583
ówk	21577
ysk	21554
dwi	21552
byl	21530
kas	21505
muj	21499
obn	21452
óc^	21447
móc	21447
ady	21390
^of	21386
śpi	21352
mil	21329
óra	21311
chr	21296
zio	21287
oru	21275
żli	21245
iak	21243
chn	21240
ytu	21173
^uż	21156
azd	21150
idź	21138
gan	21103
dłe	21066
yjd	21061
rzo	21059
rek	21054
pił	21029
iac	20999
zyd	20998
ena	20982
mag	20979
wio	20785
wyn	20742
spi	20713
wic	20706
ecy	20703
szo	20649
gin	20635
ar^	20582
zyg	20557
ża^	20540
^śr	20535
ójd	20504
nag	20409
aką	20400
udo	20388
azł	20382
ban	20380
bko	20375
dek	20370
ynk	20364
lno	20353
oju	20340
pły	20335
ową	20280
bot	20205
chó	20193
wu^	20135
rop	20129
krę	20128
uma	20096
gór	20086
ern	20013
eję	19997
jut	19986
łuż	19949
etr	19945
sio	19932
zag	19907
yły	19892
ców	19861
ępn	19822
zde	19814
ągn	19800
fil	19772
kiś	19736
kap	19713
tne	19706
ęks	19689
ęć^	19682
wro	19651
^di	19619
es^	19606
kty	19571
zyl	19549
ądź	19528
kla	19518
ańc	19474
ożl	19459
nut	19440
py^	19436
suj	19426
otn	19423
bog	19400
alc	19395
ria	19375
nku	19369
^bł	19354
rot	19334
cio	19320
ior	19281
akb	19272
pa^	19240
wuj	19229
ryt	19226
^nu	19208
eże	19204
tec	19199
jdę	19195
^fo	19188
eri	19151
kby	19140
^sc	19135
órk	19130
zim	19123
emo	19084
azw	19064
ice	19040
uki	19040
pac	18967
ęła	18966
uśc	18930
rol	18930
doś	18925
lik	18917
^ps	18917
^zj	18900
zeń	18876
duj	18841
mło	18822
ume	18808
gle	18808
rni	18800
enn	18793
fon	18789
wag	18785
hal	18764
ruc	18761
^mł	18758
rom	18715
lew	18697
bci	18687
tyw	18579
ukr	18516
śro	18491
łeg	18490
gar	18486
^ul	18481
^fr	18420
mę^	18414
tny	18413
źle	18393
zga	18385
łów	18354
źmy	18353
efo	18336
ofi	18336
iln	18329
liz	18315
sem	18299
ędą	18296
opc	18274
^tą	18269
źć^	18267
grz	18195
auc	18122
żaj	18098
kod	18094
ren	18084
dło	18077
gł^	18067
arm	18036
óbo	18032
nęł	18027
de^	18014
moś	18008
ozp	18008
ut^	17991
łon	17987
zkę	17984
ruj	17949
oce	17910
gry	17855
^au	17814
łóż	17776
his	17759
głb	17709
zdo	17646
^bó	17632
ows	17614
kal	17602
opu	17580
^dy	17555
kle	17535
źci	17521
aru	17521
okt	17500
eźć	17470
obe	17459
^ge	17446
^or	17439
iby	17436
eru	17422
rwi	17394
ątk	17388
ub^	17363
ór^	17356
ajw	17355
ójr	17324
gów	17289
woś	17247
wzi	17244
iwo	17215
sch	17210
pań	17209
ann	17175
yjś	17168
ars	17157
poś	17152
ról	17128
rsz	17115
łki	17094
oi^	17088
dor	17084
rdo	17057
ól^	16977
^cu	16971
dyś	16941
awę	16939
dli	16922
omp	16913
iły	16888
zow	16885
mś^	16877
zic	16876
uni	16848
sł^	16808
cal	16803
odb	16802
ajn	16767
dźc	16749
lef	16686
ope	16656
cam	16630
rej	16613
azu	16608
^am	16606
kop	16597
ude	16592
yjn	16577
ogą	16572
rki	16539
kną	16529
arł	16527
yno	16484
ąłe	16449
ema	16447
rty	16434
ręk	16425
zau	16424
aże	16418
agi	16406
ir^	16392
obu	16372
ase	16350
zmy	16347
ałą	16345
pia	16281
łu^	16273
rka	16252
jad	16245
^śc	16225
jne	16221
anc	16198
ząt	16158
ete	16156
dst	16156
tyg	16128
szp	16124
rde	16118
pij	16113
edź	16109
uto	16085
ors	16079
esp	16065
lcz	16050
rt^	15999
ypr	15998
dup	15976
zje	15970
liż	15963
eźl	15955
rzw	15954
weź	15945
ięć	15937
yn^	15911
asy	15891
yki	15878
oza	15873
chi	15867
nor	15854
ot^	15835
cel	15820
^ub	15776
iół	15738
kło	15727
^sm	15713
oki	15687
oję	15685
rwo	15676
zgo	15671
adę	15668
pob	15667
^aż	15632
rew	15614
iot	15612
klu	15578
żę^	15564
rte	15562
iną	15547
dki	15528
ció	15509
hor	15498
ret	15486
hro	15433
caj	15421
zbi	15413
obc	15382
onu	15379
ejm	15370
jaw	15363
bój	15360
sę^	15342
akc	15321
żał	15314
ydz	15270
lib	15266
eln	15218
top	15210
zef	15210
dów	15208
ygr	15203
ocn	15195
ryz	15191
szl	15183
zdj	15180
aut	15164
wód	15153
hu^	15124
boj	15115
rtu	15112
dwó	15101
cko	15095
^ek	15080
adc	15064
żel	15057
ute	15039
dka	15036
tre	15035
pić	15025
ykł	15023
dwo	14987
gam	14984
ńcu	14879
eze	14877
pał	14866
ula	14859
hni	14854
elo	14837
poż	14798
wiz	14792
yśc	14779
wło	14778
zęd	14772
nci	14759
ężc	14755
lad	14746
lit	14735
ęśl	14734
dję	14731
^kw	14731
aży	14729
^^ź	14726
bąd	14719
ton	14717
tys	14716
ału	14710
os^	14709
iur	14674
suk	14671
żcz	14667
żde	14664
kat	14642
ncj	14638
ejr	14636
try	14560
yją	14545
łyc	14535
jśc	14528
łob	14511
dną	14507
^is	14483
óln	14481
ozo	14420
wow	14413
aró	14413
óżn	14405
iąt	14354
ezw	14324
roż	14307
głe	14305
sić	14293
ydo	14287
ilm	14283
tłu	14276
olu	14270
jal	14267
doc	14239
iwk	14213
lam	14198
gru	14172
met	14161
cer	14150
kli	14140
wyt	14140
^śp	14124
rto	14121
zwó	14106
rzc	14106
bła	14103
lo^	14071
ebr	14055
ęty	14053
ins	14049
wsk	14035
ypo	14031
^eg	14028
^bą	14009
bim	14008
fra	13980
ple	13972
che	13971
sil	13964
uli	13959
uzy	13957
enk	13936
cór	13932
f^^	13909
oną	13893
owc	13885
hód	13883
rst	13871
kin	13861
kot	13860
ity	13848
^ut	13839
rmi	13824
ypi	13817
ide	13807
zró	13786
owr	13777
jmi	13776
^wk	13753
luc	13727
^gw	13725
ica	13695
wyw	13688
ejn	13654
^at	13623
ufa	13620
nd^	13616
sów	13606
pać	13593
niś	13570
óle	13534
ew^	13531
łko	13515
dyc	13513
num	13512
ck^	13497
odł	13488
rót	13487
wca	13482
ang	13478
rzm	13476
rys	13470
dio	13453
tom	13424
ięg	13413
rce	13407
esa	13399
acę	13391
owę	13381
jca	13367
rab	13330
eso	13325
jmu	13311
roń	13309
sir	13301
tku	13274
ilę	13262
ing	13258
arę	13245
erp	13241
zja	13219
amt	13194
run	13177
iku	13170
stn	13165
ajp	13155
alk	13152
pil	13143
yne	13134
ryk	13124
stó	13118
cki	13106
^mą	13098
rny	13055
tkę	13050
tw^	13050
cic	13041
wes	13038
esu	13016
ije	13014
otę	12993
zią	12976
krw	12975
alu	12974
ury	12962
nno	12952
rne	12948
led	12942
hot	12941
ack	12925
faj	12925
ynu	12896
onę	12893
rup	12891
wki	12850
osy	12844
gól	12835
mno	12818
ąza	12779
dła	12758
mon	12712
bok	12704
dbi	12694
tua	12687
und	12672
ybi	12666
ewo	12666
żej	12664
jsk	12650
zli	12647
