,freq,ngrams
340,61757,dzis
341,61727,stra
342,61449,yśli
343,60819,obił
344,60796,rozu
345,60770,ozum
346,60728,porz
347,60076,nacz
348,60043,ląda
349,59665,oczy
350,59576,życi
351,59449,zacz
352,59217,żesz
353,59196,żesz
354,58910,orzą
355,58845,wani
356,58685,zacz
357,58412,tóry
358,58300,igdy
359,58300,igdy
360,58223,acie
361,58027,zumi
362,57961,musz
363,57747,szam
364,57511,ożes
365,57382,aśni
366,57296,obac
367,57215,mamy
368,57215,mamy
369,57006,samo
370,56763,swoj
371,56731,zoba
372,56731,zoba
373,56667,onie
374,56528,czym
375,56503,swoj
376,56194,mier
377,56037,cześ
378,55804,śnie
379,55625,obra
380,55548,dnie
381,55519,mamy
382,55473,ięku
383,55457,star
384,55319,dzin
385,54971,ękuj
386,54732,atrz
387,54607,musz
388,54375,miej
389,54354,ządk
390,54318,ieli
391,54235,wnie
392,54153,ądku
393,54085,pier
394,53984,ądku
395,53890,ając
396,53800,ycie
397,53470,dost
398,52900,tawi
399,52828,czni
400,52764,dził
401,52620,ziew
402,52467,rozm
403,52333,hodź
404,52317,czen
405,51912,kuję
406,51912,kuję
407,51716,rost
408,51697,ujes
409,51383,uszę
410,51383,uszę
411,51301,znac
412,50986,rawi
413,50919,wiad
414,50627,awda
415,50593,śmie
416,50348,tnie
417,50134,ział
418,49924,bier
419,49746,yglą
420,49691,niem
421,49346,wiec
422,49264,woje
423,49152,mien
424,49145,czył
425,49110,świa
426,49107,szcz
427,49096,tóre
428,49088,nies
429,49068,iera
430,48958,dziw
431,48893,wygl
432,48893,wygl
433,48803,wsze
434,48769,poko
435,48747,miej
436,48620,wróc
437,48461,odni
438,48396,zest
439,48392,świe
440,48313,awda
441,48287,dost
442,48223,jcie
443,48138,ierw
444,48121,prób
445,47893,chyb
446,47879,mawi
447,47847,chyb
448,47684,winn
449,47666,kład
450,47473,hyba
451,47473,hyba
452,47440,dale
453,47423,łysz
454,47309,kieg
455,47243,awet
456,47220,nawe
457,47213,nawe
458,47213,awet
459,47106,rzec
460,46880,iłeś
461,46880,iłeś
462,46872,domu
463,46870,domu
464,46864,domu
465,46473,słys
466,46375,czeg
467,46308,znal
468,46299,pocz
469,46292,yśla
470,46055,łaśn
471,45927,czas
472,45912,ciąg
473,45866,stat
474,45765,prow
475,45748,niew
476,45645,nale
477,45485,ojeg
478,45458,trzy
479,45246,ejsc
480,45226,ważn
481,44782,ończ
482,44781,owad
483,44733,spok
484,44619,dale
485,44589,świe
486,44467,znie
487,44380,inie
488,44363,kole
489,44174,dzić
490,44174,dzić
491,44147,ojej
492,44143,ciel
493,44094,ałaś
494,44086,ojej
495,44046,chło
496,43983,znal
497,43980,ałaś
498,43851,będę
499,43851,będę
500,43711,jdzi
501,43641,zaws
502,43638,łowi
503,43594,zaws
504,43338,rodz
505,43285,zeci
506,43247,była
507,43225,awsz
508,43205,eczy
509,43196,yłem
510,43167,yłem
511,43010,każd
512,43010,każd
513,43008,tało
514,42975,czek
515,42933,będę
516,42930,ślał
517,42792,roch
518,42674,sisz
519,42674,sisz
520,42655,bisz
521,42589,bisz
522,42578,częś
523,42561,ześć
524,42551,stra
525,42464,pyta
526,42436,stał
527,42376,chło
528,42335,tało
529,42246,ześć
530,42156,lubi
531,41984,stać
532,41984,stać
533,41972,iele
534,41837,wadz
535,41826,zyja
536,41812,chaj
537,41803,ozma
538,41505,zyna
539,41401,ówił
540,41371,zmaw
541,41346,iewc
542,41344,ewcz
543,41317,ycie
544,41301,wnie
545,41231,wczy
546,41193,iewa
547,41136,oczy
548,41085,amię
549,41013,mies
550,41012,moja
551,41012,moja
552,41012,moja
553,40958,stwo
554,40932,aliś
555,40801,wałe
556,40784,hłop
557,40745,tych
558,40695,róci
559,40648,zywi
560,40543,kich
561,40505,śmie
562,40438,troc
563,40430,troc
564,40361,awie
565,40335,ochę
566,40335,ochę
567,40291,eczn
568,40271,rozu
569,40229,dzwo
570,40190,dzen
571,40009,stro
572,39914,iech
573,39887,kogo
574,39861,ięki
575,39777,mogł
576,39736,ięki
577,39725,pami
578,39600,ostr
579,39508,obis
580,39496,ekaj
581,39485,zami
582,39424,esta
583,39414,wiek
584,39309,moje
585,39266,icie
586,39263,asze
587,39210,ięta
588,39145,wdzi
589,39136,eśmy
590,39136,usis
591,39136,eśmy
592,39087,racj
593,38998,wiet
594,38897,obry
595,38846,kich
596,38761,wiat
597,38729,zisz
598,38692,zisz
599,38681,czne
600,38570,patr
601,38531,teśm
602,38527,stęp
603,38470,zebu
604,38458,znaj
605,38315,chol
606,38139,ktoś
607,38139,ktoś
608,38139,ktoś
609,38124,ięce
610,38119,podo
611,38036,szuk
612,38006,chwi
613,37947,czym
614,37864,cześ
615,37853,alej
616,37811,awdz
617,37807,dnie
618,37740,odob
619,37717,ebuj
620,37689,świa
621,37602,pomy
622,37586,chwi
623,37582,pomy
624,37548,oler
625,37546,czło
626,37540,wróc
627,37487,erws
628,37473,czło
629,37472,hwil
630,37405,nicz
631,37367,kowa
632,37264,kole
633,37162,akie
634,37160,owod
635,37146,słys
636,37077,twój
637,37077,twój
638,37077,twój
639,37011,łbym
640,37011,łbym
641,37007,ęcej
642,37007,ęcej
643,36983,hole
644,36958,yscy
645,36948,ałby
646,36897,rwsz
647,36876,mogł
648,36871,wini
649,36846,zień
650,36799,yczn
651,36776,chan
652,36767,ńczy
653,36691,rdzi
654,36685,pozw
655,36685,pozw
656,36684,echa
657,36673,ował
658,36670,pomo
659,36648,znac
660,36560,zczę
661,36556,pomo
662,36555,amie
663,36487,simy
664,36487,simy
665,36432,ysta
666,36423,nośc
667,36411,piec
668,36383,niec
669,36364,lisz
670,36337,tobą
671,36337,tobą
672,36337,tobą
673,36320,słuc
674,36312,chol
675,36233,wych
676,36195,zysc
677,36190,yscy
678,36168,acie
679,36142,ziel
680,36083,zień
681,36040,zesz
682,36034,czym
683,35926,jemy
684,35926,jemy
685,35858,wała
686,35811,erzy
687,35741,byłe
688,35722,raca
689,35693,chce
690,35663,spok
691,35598,tóry
692,35595,jaci
693,35560,lepi
694,35537,eści
695,35532,pana
696,35514,tnie
697,35501,uważ
698,35492,alej
699,35405,yjac
700,35389,lisz
701,35376,atni
702,35364,tkie
703,35351,szko
704,35285,szyb
705,35273,azem
706,35273,azem
707,35237,hodź
708,35204,pana
709,35142,dług
710,35119,ozna
711,35087,ostu
712,35070,pami
713,35063,mięt
714,35057,wali
715,35021,epie
716,35020,pocz
717,35014,czyw
718,34831,osta
719,34799,zywa
720,34759,raze
721,34746,żemy
722,34746,żemy
723,34668,ucie
724,34666,ożem
725,34629,ostu
726,34612,stan
727,34483,zani
728,34262,czuj
729,34257,leps
730,34198,mógł
731,34115,rozm
732,34087,owie
733,34001,otow
734,34000,spot
735,33950,usim
736,33920,raze
737,33889,złow
738,33868,pana
739,33727,spot
740,33720,byłe
741,33677,ewni
742,33666,czem
743,33658,boże
744,33543,albo
745,33511,zwon
746,33498,eszk
747,33441,nieg
748,33419,boże
749,33406,yślę
750,33406,yślę
751,33347,iłam
752,33269,albo
753,33254,czny
754,33245,szka
755,33222,odpo
756,33166,albo
757,33153,iłam
758,33120,szyb
759,33118,pien
760,33101,piej
761,33093,epsz
762,33028,boże
763,32954,późn
764,32954,piej
765,32942,chaj
766,32919,okoj
767,32866,iast
768,32819,ielk
769,32788,tatn
770,32773,znie
771,32767,kobi
772,32731,iech
773,32627,pełn
774,32598,rzyk
775,32548,ajci
776,32486,zami
777,32472,kobi
778,32433,stwo
779,32418,łaby
780,32411,mógł
781,32330,icie
782,32324,zedł
783,32304,rzej
784,32205,woni
785,32204,godz
786,32185,dowa
787,32154,ieje
788,32145,wyst
789,32032,tych
790,31897,inny
791,31849,szed
792,31841,trze
793,31834,wyst
794,31788,lubi
795,31756,biet
796,31754,iczn
797,31726,obry
798,31700,łącz
799,31695,jech
800,31621,prób
801,31600,czon
802,31520,skie
803,31498,licz
804,31476,iesi
805,31473,ciek
806,31456,olic
807,31430,adni
808,31429,ietn
809,31416,tycz
810,31391,goto
811,31361,zuka
812,31342,zmie
813,31314,zała
814,31300,wasz
815,31223,otem
816,31216,otka
817,31197,otem
818,31143,wyda
819,31114,odpo
820,31088,wyda
821,31079,czuj
822,31057,pomn
823,31054,aszy
824,31009,ację
825,31009,ację
826,31002,orze
827,30969,ładn
828,30953,woln
829,30902,miło
830,30840,zemu
831,30783,iedz
832,30740,mart
833,30674,kogo
834,30619,biłe
835,30571,rani
836,30554,ejsz
837,30544,usia
838,30536,jęci
839,30533,zemu
840,30524,miło
841,30515,udzi
842,30444,daje
843,30421,wiec
844,30420,rzek
845,30343,cham
846,30333,zysz
847,30316,iele
848,30307,rzed
849,30248,znaj
850,30173,ekaj
851,30171,ocze
852,30101,pomó
853,30039,artw
854,30019,żadn
855,30019,żadn
856,29984,zpie
857,29942,omni
858,29781,pomó
859,29771,wego
860,29771,wego
861,29717,rusz
862,29693,roni
863,29670,dani
864,29641,woją
865,29641,woją
866,29640,ierd
867,29626,czem
868,29578,stań
869,29556,powo
870,29548,jedz
871,29514,ieje
872,29511,nowa
873,29491,zmie
874,29439,gdyb
875,29439,gdyb
876,29433,dyby
877,29388,nasz
878,29279,ieka
879,29273,idzi
880,29261,bezp
881,29253,buje
882,29245,ństw
883,29244,iada
884,29229,ocho
885,29147,miał
886,29058,poli
887,28995,rzel
888,28957,potk
889,28930,wrac
890,28918,ślis
891,28903,asne
892,28889,niał
893,28881,lepi
894,28858,wiśc
895,28815,erze
896,28784,tere
897,28773,woim
898,28765,zach
899,28752,rzuc
900,28741,iepr
901,28550,mart
902,28528,rzem
903,28516,pien
904,28428,rzyp
905,28424,nast
906,28418,poli
907,28416,waża
908,28387,chać
909,28387,chać
910,28347,ktor
911,28340,nieg
912,28339,twie
913,28324,bowa
914,28302,owni
915,28287,eczy
916,28278,przy
917,28261,raci
918,28235,oble
919,28224,rzył
920,28203,opie
921,28192,chow
922,28189,ywiś
923,28149,zwol
924,28128,acji
925,28128,acji
926,28086,moim
927,28086,moim
928,28069,poka
929,28059,siał
930,28058,etni
931,28055,mias
932,28053,trac
933,28044,miem
934,28028,prob
935,28025,twoi
936,28025,twoi
937,28013,wany
938,28012,liśc
939,27952,mieć
940,27952,szym
941,27952,mieć
942,27896,zony
943,27842,rzyn
944,27819,rafi
945,27812,rzen
946,27717,prob
947,27682,patr
948,27675,iałb
949,27672,robl
950,27668,blem
951,27618,oich
952,27618,oich
953,27613,kona
954,27607,uważ
955,27589,arzy
956,27564,aczy
957,27542,lałe
958,27512,dpow
959,27471,anow
960,27464,niez
961,27453,niez
962,27434,szał
963,27420,pyta
964,27417,arze
965,27401,inte
966,27397,zasu
967,27346,temu
968,27346,temu
969,27342,ując
970,27337,szko
971,27318,zamk
972,27311,zych
973,27307,zamk
974,27284,woja
975,27145,tóre
976,27133,woja
977,27107,kont
978,27096,okój
979,27096,pokó
980,27093,zapo
981,27022,cały
982,27002,jako
983,27000,najd
984,26989,ujem
985,26941,adza
986,26934,jako
987,26878,zapo
988,26842,kaza
989,26835,wita
990,26833,skoń
991,26833,elki
992,26830,azyw
993,26802,ezpi
994,26798,cały
995,26769,cham
996,26761,ycho
997,26717,tych
998,26629,face
999,26627,face
1000,26622,godn
1001,26572,ziej
1002,26554,nami
1003,26554,zasu
1004,26534,okój
1005,26526,jasn
1006,26487,zyni
1007,26476,końc
1008,26430,osob
1009,26393,wiłe
1010,26358,dzia
1011,26350,orzy
1012,26336,ieck
1013,26316,poka
1014,26309,isto
1015,26302,zuci
1016,26296,jasn
1017,26253,okaz
1018,26248,podo
1019,26209,chał
1020,26124,tarc
1021,26112,wiąz
1022,26093,skoń
1023,26029,post
1024,26008,lwie
1025,25999,ciec
1026,25974,wiać
1027,25974,wiać
1028,25942,odej
1029,25925,kolw
1030,25925,olwi
1031,25925,iędz
1032,25918,niem
1033,25896,ność
1034,25896,ność
1035,25869,źnie
1036,25840,powo
1037,25772,dawa
1038,25761,dług
1039,25745,nikt
1040,25745,nikt
1041,25745,nikt
1042,25725,kilk
1043,25724,temu
1044,25723,kilk
1045,25712,sieb
1046,25712,sieb
1047,25670,óźni
1048,25663,tele
1049,25620,moim
1050,25568,pisa
1051,25521,wier
1052,25478,zadz
1053,25463,amkn
1054,25438,ucie
1055,25395,musi
1056,25393,zadz
1057,25338,nast
1058,25323,hani
1059,25313,uczy
1060,25312,nter
1061,25278,taki
1062,25271,wisz
1063,25262,arcz
1064,25261,eden
1065,25244,woim
1066,25228,sądz
1067,25141,post
1068,25115,stań
1069,25105,amoc
1070,25089,niew
1071,25063,czne
1072,24915,kurw
1073,24883,moch
1074,24882,sprz
1075,24875,zeba
1076,24848,ląda
1077,24847,głup
1078,24836,rzyć
1079,24798,ajle
1080,24792,jede
1081,24782,resz
1082,24774,dziw
1083,24768,zają
1084,24739,poro
1085,24728,drog
1086,24727,jede
1087,24705,rzyć
1088,24681,stąd
1089,24681,stąd
1090,24681,stąd
1091,24678,najl
1092,24678,najl
1093,24677,drog
1094,24675,zcie
1095,24659,płac
1096,24658,jlep
1097,24642,wien
1098,24641,plan
1099,24632,pozn
1100,24630,twor
1101,24623,zcie
1102,24576,iliś
1103,24568,mówi
1104,24538,zara
1105,24526,ment
1106,24524,czys
1107,24508,późn
1108,24494,kont
1109,24477,wisz
1110,24476,posz
1111,24463,dnia
1112,24452,ależ
1113,24411,sied
1114,24400,ieli
1115,24378,inne
1116,24364,nies
1117,24353,ateg
1118,24348,twar
1119,24339,traf
1120,24334,posz
1121,24316,eden
1122,24290,usza
1123,24252,asne
1124,24238,inny
1125,24206,łatw
1126,24163,ysza
1127,24163,nazy
1128,24158,nazy
1129,24114,godz
1130,24094,ędzy
1131,24028,tkie
1132,23990,eważ
1133,23969,acet
1134,23850,tron
1135,23835,apom
1136,23835,sądz
1137,23821,róbu
1138,23821,óbuj
1139,23814,nich
1140,23806,wspa
1141,23758,miem
1142,23710,lnie
1143,23706,tedy
1144,23706,tedy
1145,23704,głow
1146,23703,tele
1147,23702,zara
1148,23693,late
1149,23673,yłeś
1150,23673,yłeś
1151,23639,racj
1152,23639,wrac
1153,23622,wted
1154,23622,wted
1155,23621,dziś
1156,23599,iękn
1157,23587,rosi
1158,23585,nadz
1159,23579,dziś
1160,23579,dziś
1161,23575,mają
1162,23554,ysze
1163,23553,pote
1164,23543,pięk
1165,23541,acja
1166,23427,ieci
1167,23397,szuk
1168,23376,zybk
1169,23364,edyn
1170,23350,jedy
1171,23339,zuje
1172,23336,abij
1173,23332,zatr
1174,23332,ełni
1175,23323,zatr
1176,23318,dlat
1177,23306,yśmy
1178,23306,yśmy
1179,23276,iało
1180,23266,nich
1181,23190,okła
1182,23181,rywa
1183,23170,ażdy
1184,23159,załe
1185,23141,szym
1186,23130,ażni
1187,23127,kami
1188,23127,drug
1189,23127,drug
1190,23126,asta
1191,23121,ynie
1192,23109,adaj
1193,23096,wspa
1194,23093,ewno
1195,23063,żnie
1196,23035,aleź
1197,22955,nika
1198,22906,głow
1199,22876,inte
1200,22850,zyje
1201,22850,popr
1202,22819,szan
1203,22807,iado
1204,22806,zast
1205,22787,zisi
1206,22787,dzis
1207,22786,koni
1208,22733,pote
1209,22723,popr
1210,22702,głup
1211,22670,sprz
1212,22647,tała
1213,22637,wany
1214,22621,daje
1215,22610,więk
1216,22593,edna
1217,22592,biła
1218,22582,matk
1219,22568,ścia
1220,22568,dlat
1221,22528,kiej
1222,22528,alni
1223,22506,szeg
1224,22500,kani
1225,22498,tary
1226,22457,matk
1227,22438,osob
1228,22437,stał
1229,22430,eliś
1230,22427,dużo
1231,22427,dużo
1232,22422,span
1233,22414,raco
1234,22413,zast
1235,22380,eczk
1236,22350,awił
1237,22349,dużo
1238,22329,ozwo
1239,22329,zyłe
1240,22327,ęcia
1241,22323,eniu
1242,22312,zien
1243,22298,stwa
1244,22296,posł
1245,22285,zech
1246,22252,powa
1247,22248,prez
1248,22243,spos
1249,22206,ęści
1250,22201,krzy
1251,22191,eprz
1252,22175,robi
1253,22163,adom
1254,22131,zeba
1255,22108,posł
1256,22106,mieć
1257,22088,omyś
1258,22031,osób
1259,22019,plan
1260,22004,wasz
1261,22003,adzw
1262,22002,rzyc
1263,21994,stro
1264,21967,osób
1265,21956,rzyw
1266,21950,alne
1267,21950,spos
1268,21922,jące
1269,21915,ięci
1270,21902,aści
1271,21888,nadz
1272,21879,ługo
1273,21865,inne
1274,21837,mają
1275,21813,koni
1276,21806,yśli
1277,21791,ędzy
1278,21790,moją
1279,21789,omoc
1280,21777,moją
1281,21777,moją
1282,21763,odda
1283,21720,pięk
1284,21716,yłam
1285,21669,poni
1286,21663,yszł
1287,21658,alny
1288,21655,warz
1289,21655,osłu
1290,21650,skąd
1291,21650,skąd
1292,21647,eśni
1293,21636,dasz
1294,21621,radz
1295,21576,ścią
1296,21576,jsce
1297,21543,awie
1298,21540,zęśc
1299,21540,kogo
1300,21534,jedy
1301,21515,poni
1302,21488,zony
1303,21487,zach
1304,21481,iało
1305,21480,acja
1306,21439,acow
1307,21424,ogła
1308,21422,araz
1309,21411,iony
1310,21387,dowi
1311,21383,mysł
1312,21381,eńst
1313,21349,dasz
1314,21342,poko
1315,21335,inni
1316,21322,nowi
1317,21311,goto
1318,21293,wiła
1319,21256,yłam
1320,21251,pita
1321,21245,żliw
1322,21245,zyła
1323,21200,kuje
1324,21162,podz
1325,21108,ypad
1326,21097,cały
1327,20994,ciec
1328,20990,nami
1329,20964,woli
1330,20960,zykr
1331,20936,pozn
1332,20904,ęcia
1333,20870,napi
1334,20866,jący
1335,20851,worz
1336,20845,doba
1337,20837,skąd
1338,20821,wita
1339,20820,nala
1340,20794,ilka
1341,20794,czaj
1342,20793,uwie
1343,20788,tałe
1344,20782,jako
1345,20745,odze
1346,20734,stwa
1347,20726,szło
1348,20722,uwie
1349,20718,zani
1350,20665,dnia
1351,20643,minu
1352,20630,astę
1353,20624,bran
1354,20607,czor
1355,20604,iene
1356,20580,ycia
1357,20579,alaz
1358,20576,jsce
1359,20563,ebyś
1360,20502,pójd
1361,20502,pójd
1362,20495,licj
1363,20495,oroz
1364,20483,ygod
1365,20478,zyzn
1366,20473,obię
1367,20473,obię
1368,20469,strz
1369,20466,kiej
1370,20451,łopa
1371,20447,nisz
1372,20442,żeni
1373,20409,iero
1374,20382,lazł
1375,20351,ożna
1376,20351,ożna
1377,20348,nawi
1378,20340,poro
1379,20333,żyje
1380,20326,jedz
1381,20322,lera
1382,20319,sied
1383,20318,swoi
1384,20294,nied
1385,20281,ycia
1386,20261,zbyt
1387,20253,gada
1388,20250,buję
1389,20250,buję
1390,20244,napi
1391,20229,ybko
1392,20223,ądzi
1393,20216,ilka
1394,20210,rawa
1395,20199,okol
1396,20195,idzę
1397,20195,idzę
1398,20193,swoi
1399,20142,czyt
1400,20134,razi
1401,20115,iądz
1402,20113,tras
1403,20100,ymaj
1404,20096,eniu
1405,20093,dwie
1406,20079,łowa
1407,20060,ługo
1408,20050,zaba
1409,20032,inna
1410,20029,opak
1411,19991,rusz
1412,19977,obre
1413,19967,awić
1414,19967,awić
1415,19966,możn
1416,19964,zale
1417,19949,nieb
1418,19943,mają
1419,19915,ński
1420,19902,akim
1421,19877,ęcie
1422,19870,racy
1423,19868,mkni
1424,19860,lera
1425,19857,jutr
1426,19849,włas
1427,19848,orze
1428,19833,byli
1429,19810,kieś
1430,19810,kieś
1431,19800,iągn
1432,19795,równ
1433,19788,ciąg
1434,19773,zabr
1435,19769,iłaś
1436,19769,iłaś
1437,19757,abaw
1438,19753,oweg
1439,19747,zaba
1440,19746,omóc
1441,19746,omóc
1442,19742,siad
1443,19735,zabr
1444,19715,akiś
1445,19715,akiś
1446,19708,bawi
1447,19689,ięks
1448,19685,ybko
1449,19668,wych
1450,19657,tępn
1451,19639,minu
1452,19637,eres
1453,19590,tkic
1454,19571,możn
1455,19555,ększ
1456,19553,zerw
1457,19540,tórz
1458,19469,nieb
1459,19461,zymy
1460,19459,możl
1461,19459,ożli
1462,19459,spod
1463,19459,nich
1464,19434,obot
1465,19426,brać
1466,19422,kurw
1467,19413,lnie
1468,19388,leci
1469,19370,liwe
1470,19342,jutr
1471,19337,ając
1472,19335,wyci
1473,19315,ześn
1474,19311,tyle
1475,19300,isia
1476,19280,araz
1477,19279,umie
1478,19278,tary
1479,19267,zbyt
1480,19263,acho
1481,19229,czny
1482,19228,rzew
1483,19216,ańsk
1484,19205,ądze
1485,19195,wart
1486,19190,domo
1487,19168,szyc
1488,19161,ówis
1489,19161,zajm
1490,19154,azie
1491,19140,akby
1492,19140,jakb
1493,19140,jakb
1494,19124,edno
1495,19100,ykro
1496,19083,jnie
1497,19070,ciąż
1498,19052,iemi
1499,19024,nada
1500,19000,pomi
1501,18998,robo
1502,18988,ener
1503,18979,słow
1504,18969,erza
1505,18952,abra
1506,18946,obie
1507,18934,niep
1508,18934,całe
1509,18921,inut
1510,18912,uści
1511,18906,awał
1512,18874,nowy
1513,18869,wała
1514,18857,obił
1515,18856,tuje
1516,18850,znam
1517,18843,łaśc
1518,18842,brać
1519,18822,czar
1520,18803,wiam
1521,18795,zych
1522,18783,owal
1523,18757,znik
1524,18749,nami
1525,18736,iczy
1526,18691,szła
1527,18689,nada
1528,18681,egoś
1529,18675,kami
1530,18667,egoś
1531,18665,leni
1532,18664,ówię
1533,18664,ówię
1534,18611,órzy
1535,18599,siaj
1536,18597,siaj
1537,18588,eciw
1538,18588,dneg
1539,18583,wcze
1540,18579,apis
1541,18573,zedł
1542,18570,trzy
1543,18559,udow
1544,18547,rudn
1545,18532,staj
1546,18531,piep
1547,18527,enią
1548,18523,zbyt
1549,18516,niej
1550,18514,acje
1551,18503,lata
1552,18491,środ
1553,18483,łego
1554,18483,łego
1555,18475,taje
1556,18467,tóra
1557,18452,kupi
1558,18450,urwa
1559,18445,cięż
1560,18422,owym
1561,18410,nowe
1562,18394,niki
1563,18383,abie
1564,18366,ator
